# Source: pgeocode/GeoNames (https://www.geonames.org/) — CC BY 4.0
# Downloaded: 2026-04-10
# Fields: zip, lat, lng, city, state_id, state_name, county
zip,lat,lng,city,state_id,state_name,county
36072,31.8913,-85.1455,Eufaula,AL,Alabama,Barbour
35034,32.9357,-87.2114,Brent,AL,Alabama,Bibb
35035,33.0427,-86.9517,Brierfield,AL,Alabama,Bibb
35042,32.9503,-87.1192,Centreville,AL,Alabama,Bibb
35074,33.2251,-87.1264,Green Pond,AL,Alabama,Bibb
35184,33.1424,-87.1369,West Blocton,AL,Alabama,Bibb
35188,33.2068,-87.15,Woodstock,AL,Alabama,Bibb
36792,32.8888,-86.907,Randolph,AL,Alabama,Bibb
36793,32.8646,-86.9567,Lawley,AL,Alabama,Bibb
35013,33.9222,-86.4493,Allgood,AL,Alabama,Blount
35031,34.0929,-86.5686,Blountsville,AL,Alabama,Blount
35049,33.9778,-86.5598,Cleveland,AL,Alabama,Blount
35079,33.9534,-86.7455,Hayden,AL,Alabama,Blount
35097,33.905,-86.6261,Locust Fork,AL,Alabama,Blount
35121,33.9259,-86.4741,Oneonta,AL,Alabama,Blount
35133,33.8168,-86.6008,Remlap,AL,Alabama,Blount
36029,32.2165,-85.8888,Fitzpatrick,AL,Alabama,Bullock
36053,32.0955,-85.5315,Midway,AL,Alabama,Bullock
36061,32.0928,-85.7046,Perote,AL,Alabama,Bullock
36089,32.1443,-85.7149,Union Springs,AL,Alabama,Bullock
36015,31.6427,-86.7343,Chapman,AL,Alabama,Butler
36030,31.8501,-86.8372,Forest Home,AL,Alabama,Butler
36033,31.6287,-86.734,Georgiana,AL,Alabama,Butler
36037,31.81,-86.6229,Greenville,AL,Alabama,Butler
36456,31.545,-86.7356,Mc Kenzie,AL,Alabama,Butler
36201,33.6539,-85.8382,Anniston,AL,Alabama,Calhoun
36202,33.7622,-85.8378,Anniston,AL,Alabama,Calhoun
36203,33.5815,-85.8328,Oxford,AL,Alabama,Calhoun
36204,33.7622,-85.8378,Anniston,AL,Alabama,Calhoun
36205,33.7358,-85.7933,Anniston,AL,Alabama,Calhoun
36206,33.7191,-85.8389,Anniston,AL,Alabama,Calhoun
36207,33.6803,-85.7137,Anniston,AL,Alabama,Calhoun
36250,33.7808,-85.8924,Alexandria,AL,Alabama,Calhoun
36253,33.7622,-85.8378,Bynum,AL,Alabama,Calhoun
36254,33.6573,-85.6991,Choccolocco,AL,Alabama,Calhoun
36257,33.7622,-85.8378,De Armanville,AL,Alabama,Calhoun
36260,33.6031,-85.9608,Eastaboga,AL,Alabama,Calhoun
36265,33.831,-85.7752,Jacksonville,AL,Alabama,Calhoun
36271,33.7788,-86.0254,Ohatchee,AL,Alabama,Calhoun
36272,33.8389,-85.646,Piedmont,AL,Alabama,Calhoun
36277,33.7563,-85.8107,Weaver,AL,Alabama,Calhoun
36279,33.8226,-85.8927,Wellington,AL,Alabama,Calhoun
36852,32.7831,-85.2756,Cusseta,AL,Alabama,Chambers
36854,32.8113,-85.1749,Valley,AL,Alabama,Chambers
36855,33.0424,-85.3243,Five Points,AL,Alabama,Chambers
36862,32.9252,-85.4426,Lafayette,AL,Alabama,Chambers
36863,32.8616,-85.2161,Lanett,AL,Alabama,Chambers
35959,34.2417,-85.6026,Cedar Bluff,AL,Alabama,Cherokee
